/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_34.png -136.873508 -3.602094 4.505701 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_65.png 173.748581 -23.394643 0.715237 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_66.png 174.696791 -24.354590 1.023885 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_67.png 174.528365 -25.557218 0.763309 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_68.png 174.702535 -26.401209 0.362870 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_69.png 174.513316 -26.559413 -0.178588 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_70.png 174.569559 -26.628081 -0.526744 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_71.png 175.561894 -25.980615 -0.725154 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_72.png 176.019191 -25.348628 -0.305558 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_73.png 174.409343 -26.319891 -0.173887 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_74.png 175.881511 -25.388322 0.073262 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_75.png 176.637034 -25.429964 -0.550756 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_76.png 176.377962 -25.657729 -0.754742 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_77.png 176.905022 -25.636342 -0.707884 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_78.png 178.870179 -25.113622 0.851417 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_79.png -178.415987 -22.963687 0.441313 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_80.png -172.196285 -19.564300 0.453796 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_81.png -165.211279 -17.193720 1.478337 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_82.png -157.851133 -14.078474 2.409995 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_83.png -152.165376 -12.127146 2.250474 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_84.png -148.771775 -9.614144 1.870464 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_85.png -143.491461 -8.137802 3.213996 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_86.png -139.037817 -7.310909 2.789018 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_87.png -136.817783 -8.172807 2.462787 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_88.png -135.068713 -8.343003 3.303890 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_89.png -133.366561 -7.001547 4.057581 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_90.png -134.353207 -8.254566 3.578813 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_91.png -134.989446 -8.354168 2.718647 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_92.png -134.795889 -7.520606 3.723884 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_93.png -134.616524 -8.014040 3.420638 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_94.png -135.296109 -7.930357 3.736311 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_95.png -133.557432 -8.342699 3.884885 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_96.png -131.482092 -8.664315 3.942524 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_97.png -128.944657 -9.032764 4.254255 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_98.png -127.460359 -9.667060 4.617823 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_99.png -123.918231 -9.083726 4.974672 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_100.png -121.109425 -10.632326 5.501077 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_101.png -119.076522 -11.886268 5.343041 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_102.png -117.256059 -11.854771 5.095433 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_103.png -115.675949 -11.169786 4.694819 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_104.png -114.475015 -10.939840 4.206252 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_105.png -113.398818 -12.518235 3.490772 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_106.png -113.872983 -15.678161 2.517350 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_107.png -113.252992 -18.049708 1.750947 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_108.png -112.946109 -20.314773 0.752616 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_109.png -112.309260 -22.139441 0.424665 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_110.png -112.473417 -24.119904 -0.124238 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_111.png -112.953929 -25.120514 -0.536121 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_112.png -112.661297 -24.656476 -0.255869 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_113.png -112.736010 -24.059807 -0.412093 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_114.png -113.080877 -23.945917 -0.493175 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_115.png -114.197212 -24.450665 -0.605037 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_116.png -114.139668 -24.455562 -0.484224 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_117.png -113.639689 -23.894762 -0.578153 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_118.png -113.068919 -20.808904 -0.416603 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_119.png -111.517388 -15.389268 0.358902 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_120.png -111.178037 -11.516017 0.716023 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_121.png -113.106011 -10.502829 1.778475 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_122.png -118.298142 -10.679699 1.934518 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_123.png -126.482273 -11.377643 2.268297 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_124.png -135.883340 -11.344824 2.777225 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_125.png -147.737489 -10.646253 2.462323 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_126.png -157.201736 -10.218480 1.840289 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_127.png -165.466653 -9.160150 1.448553 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_128.png -174.120003 -7.897435 1.447965 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_129.png 178.291249 -7.550914 1.044367 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_130.png 171.177512 -7.232114 1.443797 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_131.png 161.772591 -8.049095 1.411903 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_132.png 154.410705 -7.722096 2.075189 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_133.png 145.889212 -8.112848 2.762075 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_134.png 138.808646 -8.805104 2.796824 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_135.png 132.932410 -9.610205 2.675559 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_136.png 126.028304 -10.532987 2.195876 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_137.png 117.854949 -10.873341 2.853727 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_138.png 109.312314 -10.242921 3.128258 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_139.png 99.813005 -10.047709 2.759642 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_140.png 88.085632 -9.723487 2.787355 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_141.png 74.943309 -10.666155 1.085336 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_142.png 66.952888 -9.629312 1.079218 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_143.png 58.251711 -8.867808 0.919910 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_144.png 48.320163 -9.974575 1.092262 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_145.png 40.084481 -10.840794 2.064575 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_146.png 32.319823 -12.300727 2.648105 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_147.png 26.035618 -12.377549 3.432217 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_148.png 21.940258 -12.645636 3.457963 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_149.png 20.058578 -12.430094 3.368864 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_150.png 19.717349 -11.408045 2.213664 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_151.png 19.221591 -9.894246 0.454146 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_152.png 18.264648 -8.385897 0.044264 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_153.png 16.330102 -7.558032 0.338106 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_154.png 13.425697 -7.807256 0.371443 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_155.png 9.407442 -8.082210 0.299024 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_156.png 4.554293 -9.044338 0.210332 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_157.png 0.128491 -8.822970 0.524338 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_158.png -5.805469 -9.182702 0.340729 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_159.png -11.801989 -9.433917 0.252333 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_160.png -16.620229 -9.516997 0.423036 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_161.png -18.973315 -8.927259 0.880370 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_162.png -21.664409 -10.085621 0.549760 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_163.png -24.183873 -12.097900 0.308373 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_164.png -25.636203 -14.356868 0.377937 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_165.png -28.067967 -17.456938 0.616453 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_166.png -28.363221 -19.412828 0.735178 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_167.png -28.419392 -21.565244 0.999242 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_168.png -27.513501 -22.727047 1.553021 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_169.png -26.663160 -23.393806 1.902629 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_170.png -27.064339 -24.296673 2.250324 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_171.png -27.355014 -24.991789 2.054948 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_172.png -27.384482 -24.876308 1.915933 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_173.png -27.814184 -24.959444 1.812910 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_174.png -28.489613 -24.998144 1.539591 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_175.png -28.650067 -24.904178 1.438562 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_176.png -29.140798 -25.104509 1.411376 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_177.png -29.805974 -25.117890 1.408593 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_178.png -29.590742 -24.393301 1.471906 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_179.png -29.878057 -24.081782 1.495423 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_180.png -29.513814 -22.826446 1.416982 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_181.png -28.120645 -18.758188 1.567607 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_182.png -25.417663 -15.341868 0.990133 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_183.png -19.879285 -12.498657 0.896109 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_184.png -14.255380 -11.345470 0.039427 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_185.png -7.369637 -9.600020 -0.599712 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_186.png -1.100184 -8.787958 -1.327992 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_187.png 8.114678 -8.241071 -0.953668 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_188.png 16.040717 -6.260475 0.441656 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_189.png 20.531684 -5.315271 2.245949 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_190.png 24.306781 -4.033802 2.889223 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_191.png 28.474489 -2.237477 1.143315 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_192.png 29.354318 -1.551883 -0.091359 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_193.png 34.410163 -1.049454 0.134279 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-17-51/img/image_194.png 34.051076 -1.855207 0.018181 [550.0, 300.0]
