/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-15-00-20/img/image_7.png -176.527205 -27.308330 -1.024729 [558.221558, 251.800049]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-15-00-20/img/image_28.png -178.637330 -24.969084 -0.830375 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-15-00-20/img/image_29.png -176.864861 -31.705113 -1.635067 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-15-00-20/img/image_30.png -173.106601 -38.260670 -0.822873 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-15-00-20/img/image_31.png -172.128582 -40.984869 -1.842740 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-15-00-20/img/image_32.png -176.945096 -36.375618 -0.113141 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-15-00-20/img/image_33.png -173.899367 -27.815407 -1.942094 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-15-00-20/img/image_34.png -166.335954 -16.050127 -3.271561 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-15-00-20/img/image_35.png -153.243222 -8.499562 -2.925907 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-15-00-20/img/image_36.png -123.797687 -3.585079 -0.728468 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-15-00-20/img/image_38.png -113.233647 -12.722956 -2.236953 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-15-00-20/img/image_39.png -111.057367 -17.395625 -0.461148 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-15-00-20/img/image_40.png -111.577124 -21.335182 0.667672 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-15-00-20/img/image_41.png -112.717264 -29.450169 0.272345 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-15-00-20/img/image_42.png -116.998899 -35.922963 1.132352 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-15-00-20/img/image_43.png -118.233579 -39.371609 1.479637 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-15-00-20/img/image_44.png -116.174998 -39.109937 0.765742 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-15-00-20/img/image_45.png -117.123306 -33.304596 1.307168 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-15-00-20/img/image_46.png -115.650209 -23.976910 0.593210 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-15-00-20/img/image_47.png -115.810958 -13.697514 0.271384 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-15-00-20/img/image_48.png -120.818152 -5.706065 0.171220 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-15-00-20/img/image_49.png -128.400053 -3.294116 -0.865859 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-15-00-20/img/image_50.png -135.205336 -2.377164 -1.563028 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-15-00-20/img/image_51.png -149.797518 -4.035553 -3.193347 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-15-00-20/img/image_52.png -163.894733 -11.493371 -3.732961 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-15-00-20/img/image_53.png -174.580395 -21.464470 -3.821094 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-15-00-20/img/image_54.png -176.029881 -33.111796 -4.006808 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-15-00-20/img/image_55.png -174.592403 -38.935064 -5.932724 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-15-00-20/img/image_56.png -174.057847 -40.830682 -5.389217 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-15-00-20/img/image_57.png -170.003807 -36.891606 -4.054851 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-15-00-20/img/image_58.png -155.363700 -29.479808 -4.063101 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-15-00-20/img/image_59.png -106.360603 -15.164775 -2.276329 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-15-00-20/img/image_61.png -86.030090 -12.078381 -1.083556 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-15-00-20/img/image_62.png -67.120078 -12.745474 1.203781 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-15-00-20/img/image_63.png -53.179548 -16.956521 3.482738 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-15-00-20/img/image_64.png -45.704149 -22.289155 5.536032 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-15-00-20/img/image_65.png -37.356279 -27.999724 6.552173 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-15-00-20/img/image_66.png -29.355363 -34.485848 6.582620 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-15-00-20/img/image_67.png -24.232457 -40.854796 6.010122 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-15-00-20/img/image_68.png -21.031869 -43.791230 3.743062 [484.997864, 300.211517]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-15-00-20/img/image_69.png -11.865476 -14.416201 1.901687 [506.337158, 307.345337]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-15-00-20/img/image_72.png 1.336854 -8.141084 0.466082 [509.433638, 308.136487]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-15-00-20/img/image_73.png 6.527199 -9.137950 1.739855 [509.430585, 308.135657]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-15-00-20/img/image_74.png 13.638560 -24.646858 0.642176 [548.945618, 342.053131]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-15-00-20/img/image_75.png 17.081117 -38.765129 3.542543 [553.292302, 345.784062]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-15-00-20/img/image_76.png 9.791822 -50.232064 28.562337 [557.644653, 282.929016]
