/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-22-03/img/image_21.png -149.995373 -16.011237 -3.662690 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-22-03/img/image_36.png -123.501700 -29.269913 -1.748255 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-22-03/img/image_37.png -123.184164 -37.094137 0.857434 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-22-03/img/image_38.png -122.008362 -43.544387 1.564171 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-22-03/img/image_39.png -121.256573 -49.792056 2.405798 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-22-03/img/image_40.png -122.397434 -52.180836 4.592685 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-22-03/img/image_41.png -119.563012 -52.238209 4.406569 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-22-03/img/image_42.png -116.628526 -52.457401 3.464807 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-22-03/img/image_43.png -113.627834 -52.949287 1.455176 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-22-03/img/image_44.png -112.281193 -52.257649 0.482126 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-22-03/img/image_45.png -107.882421 -50.818200 -0.823483 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-22-03/img/image_46.png -100.946355 -48.758844 -2.393938 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-22-03/img/image_47.png -91.302880 -45.248301 -4.060609 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-22-03/img/image_48.png -80.928386 -39.328392 -4.021195 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-22-03/img/image_49.png -69.363635 -30.292050 -4.966660 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-22-03/img/image_50.png -60.623449 -22.951591 -4.652921 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-22-03/img/image_51.png -54.098620 -16.119140 -3.599221 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-22-03/img/image_52.png -48.897313 -10.238084 -2.207131 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-22-03/img/image_53.png -45.379153 -6.607340 -1.506611 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-22-03/img/image_54.png -46.504100 -4.552162 -1.770749 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-22-03/img/image_55.png -48.857743 -4.158368 -2.277525 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-22-03/img/image_56.png -48.390144 -4.521118 -2.573740 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-22-03/img/image_57.png -42.976526 -7.490238 -3.175650 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-22-03/img/image_58.png -36.082761 -10.815152 -3.965946 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-22-03/img/image_59.png -30.253720 -11.578765 -3.222840 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-22-03/img/image_60.png -24.717118 -10.865278 -1.961059 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-22-03/img/image_61.png -20.344406 -12.376886 -1.520414 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-22-03/img/image_62.png -18.413229 -16.290161 -0.933393 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-22-03/img/image_63.png -14.324012 -21.017230 -0.655119 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-22-03/img/image_64.png -10.923806 -27.084482 -0.301601 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-22-03/img/image_65.png -8.553020 -31.931796 0.425928 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-22-03/img/image_66.png -6.547063 -34.595954 1.140459 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-22-03/img/image_67.png -5.351482 -34.665911 0.903389 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-22-03/img/image_68.png -5.977714 -36.261065 0.631798 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-22-03/img/image_69.png -6.286367 -37.650535 0.007104 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-22-03/img/image_70.png -5.031678 -37.613550 -0.440201 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-22-03/img/image_72.png -3.649849 -37.734845 -0.791692 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-22-03/img/image_73.png -3.391737 -37.160182 -0.729151 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-22-03/img/image_74.png -2.146804 -33.312671 -1.567744 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-22-03/img/image_75.png 0.840880 -28.961370 -2.298941 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-22-03/img/image_76.png 4.440358 -24.393547 -2.614359 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-22-03/img/image_77.png 7.480479 -20.511244 -2.559252 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-22-03/img/image_78.png 11.411527 -16.171004 -2.365432 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-22-03/img/image_79.png 15.441395 -12.117762 -2.170722 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-22-03/img/image_80.png 19.871400 -8.950361 -1.716040 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-22-03/img/image_82.png 24.007221 -6.755577 -1.504381 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-22-03/img/image_84.png 25.245864 -3.769880 -2.018883 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-22-03/img/image_85.png 27.384314 -1.813543 -1.459749 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-22-03/img/image_86.png 26.547375 -3.697554 -1.777560 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-22-03/img/image_87.png 27.398666 -4.086597 -2.014072 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-22-03/img/image_88.png 27.005766 -4.949696 -2.020268 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-22-03/img/image_89.png 25.975761 -5.179205 -1.870591 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-22-03/img/image_90.png 23.971774 -5.009845 -1.648583 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-22-03/img/image_91.png 23.039148 -6.628195 -1.186028 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-22-03/img/image_92.png 21.455454 -12.516974 -1.215268 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-22-03/img/image_93.png 21.710935 -21.644082 -0.057484 [550.0, 300.0]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-22-03/img/image_95.png 24.648251 -38.219208 2.029101 [498.525574, 277.183685]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-22-03/img/image_96.png 24.930926 -45.016664 3.161496 [492.863387, 274.673891]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-22-03/img/image_97.png 25.800438 -49.998567 2.981181 [492.755291, 274.625976]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-13-22-03/img/image_98.png 27.686891 -55.283821 0.372199 [492.800022, 274.645804]
