/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-10-50-58/img/image_13.png -96.433468 -1.685060 1.241750 [584.040833, 219.763428]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-10-50-58/img/image_41.png -163.017859 -0.916128 2.785161 [507.801175, 197.725542]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-10-50-58/img/image_42.png -163.469847 -1.985879 2.004305 [507.801175, 197.725542]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-10-50-58/img/image_43.png -165.760358 -4.337014 1.931714 [507.801175, 197.725542]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-10-50-58/img/image_44.png -170.150058 -5.669199 2.287135 [507.801175, 197.725542]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-10-50-58/img/image_45.png -173.800650 -5.040177 2.669059 [507.801175, 197.725542]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-10-50-58/img/image_46.png -177.986312 -4.713878 2.846099 [507.801175, 197.725542]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-10-50-58/img/image_47.png -178.813747 -5.061489 3.195391 [507.801175, 197.725542]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-10-50-58/img/image_48.png -179.807528 -5.243758 3.087100 [507.801175, 197.725542]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-10-50-58/img/image_49.png -179.096815 -7.649852 3.611974 [507.801175, 197.725542]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-10-50-58/img/image_50.png 178.992071 -17.153814 4.692075 [507.801175, 197.725542]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-10-50-58/img/image_51.png 178.579771 -33.041105 3.690407 [507.801175, 197.725542]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-10-50-58/img/image_52.png -178.889879 -46.026337 2.408308 [507.801175, 197.725542]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-10-50-58/img/image_53.png -177.584886 -54.330950 0.641630 [507.801175, 197.725542]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-10-50-58/img/image_54.png -178.848964 -57.255531 1.384759 [507.801175, 197.725542]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-10-50-58/img/image_55.png -179.039917 -56.750840 1.723115 [507.801175, 197.725542]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-10-50-58/img/image_56.png -178.321916 -55.992785 1.884386 [507.801175, 197.725542]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-10-50-58/img/image_57.png -177.706929 -54.859943 1.575397 [507.801175, 197.725542]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-10-50-58/img/image_58.png -177.959950 -52.986851 1.299693 [507.801175, 197.725542]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-10-50-58/img/image_59.png -178.459395 -45.418473 1.407734 [507.801175, 197.725542]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-10-50-58/img/image_60.png -176.210804 -31.836596 0.873491 [507.801175, 197.725542]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-10-50-58/img/image_61.png -175.628825 -14.879980 1.447360 [507.801175, 197.725542]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-10-50-58/img/image_62.png -178.335015 1.004263 1.199234 [507.801175, 197.725542]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-10-50-58/img/image_63.png 176.883976 7.369631 0.710317 [507.801175, 197.725542]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-10-50-58/img/image_64.png 171.804911 8.092665 0.603738 [507.801175, 197.725542]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-10-50-58/img/image_66.png 153.133562 5.941256 1.450026 [507.801175, 197.725542]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-10-50-58/img/image_67.png 145.603174 5.767166 1.559081 [507.801175, 197.725542]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-10-50-58/img/image_68.png 140.513819 6.289742 1.648445 [507.801175, 197.725542]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-10-50-58/img/image_69.png 135.435522 7.055402 0.812880 [507.801175, 197.725542]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-10-50-58/img/image_70.png 132.059043 7.970650 0.652667 [507.801175, 197.725542]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-10-50-58/img/image_71.png 128.777945 8.051746 -0.332643 [507.801175, 197.725542]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-10-50-58/img/image_72.png 123.178751 8.737893 -2.057484 [507.801175, 197.725542]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-10-50-58/img/image_73.png 116.143848 10.292517 -4.276895 [507.801175, 197.725542]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-10-50-58/img/image_74.png 110.097020 11.255164 -4.685335 [507.801175, 197.725542]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-10-50-58/img/image_75.png 102.342312 10.632083 -5.005582 [507.801175, 197.725542]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-10-50-58/img/image_76.png 92.307679 9.603963 -4.599119 [507.801175, 197.725542]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-10-50-58/img/image_77.png 82.901163 9.394758 -3.279529 [507.801175, 197.725542]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-10-50-58/img/image_78.png 76.133930 9.002252 -2.199985 [507.801175, 197.725542]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-10-50-58/img/image_79.png 69.908299 8.311904 -1.122764 [507.801175, 197.725542]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-10-50-58/img/image_80.png 63.338398 6.381932 -0.901311 [507.801175, 197.725542]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-10-50-58/img/image_81.png 57.847773 4.284266 -0.822414 [507.801175, 197.725542]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-10-50-58/img/image_82.png 50.397830 6.555375 -1.053025 [507.801175, 197.725542]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-10-50-58/img/image_83.png 43.153361 8.920576 -0.597095 [507.801175, 197.725542]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-10-50-58/img/image_84.png 35.696059 9.246130 -0.510815 [507.801175, 197.725542]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-10-50-58/img/image_85.png 29.173225 7.529041 0.066300 [507.801175, 197.725542]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-10-50-58/img/image_86.png 23.098493 6.786384 0.765675 [507.801175, 197.725542]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-10-50-58/img/image_87.png 19.604428 9.596486 2.570211 [507.801175, 197.725542]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-10-50-58/img/image_88.png 18.300240 9.362384 1.960446 [507.801175, 197.725542]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-10-50-58/img/image_89.png 18.367793 7.424875 1.878514 [507.801175, 197.725542]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-10-50-58/img/image_90.png 21.992920 -1.784084 2.232176 [507.801175, 197.725542]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-10-50-58/img/image_91.png 29.959259 -21.077041 0.387739 [507.801175, 197.725542]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-10-50-58/img/image_92.png 45.004792 -53.550433 -9.848127 [507.801175, 197.725542]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-10-50-58/img/image_93.png 137.110308 -83.108734 -105.801559 [426.17749, 247.925766]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-10-50-58/img/image_94.png -179.827092 -79.833146 -149.500298 [441.729675, 246.009125]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-10-50-58/img/image_95.png 95.407378 -83.799153 -63.338074 [449.998871, 237.423996]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-10-50-58/img/image_96.png 29.424190 -30.398253 5.596088 [452.546906, 227.911133]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-10-50-58/img/image_97.png 22.041363 -0.915371 5.882385 [458.831146, 226.569885]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-10-50-58/img/image_98.png 36.263402 -9.414575 2.989852 [471.649811, 230.022308]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-10-50-58/img/image_99.png 0.000000 0.000000 0.000000 [494.178864, 236.683121]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-10-50-58/img/image_100.png 0.000000 0.000000 0.000000 [518.657593, 246.998306]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-10-50-58/img/image_101.png 0.000000 0.000000 0.000000 [532.621399, 251.802887]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-10-50-58/img/image_102.png 0.000000 0.000000 0.000000 [535.952026, 254.69873]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-10-50-58/img/image_103.png 0.000000 0.000000 0.000000 [537.572388, 255.860519]
/mnt/gpid07/users/morros/VFOA/TRAYECTORIAS2020_03_13/M2020-03-13-10-50-58/img/image_105.png 0.000000 0.000000 0.000000 [537.71706, 255.958612]
